feature,saliency,group,example_rank_in_group,t_idx,timestamp,true_apcp_value,pred_apcp_value,true_label,pred_label,confidence,correct,example_id
HGT@surface,8.255529e-07,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
TMP@1000mb,2.7369666e-07,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
UGRD@500mb,1.8107826e-07,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
RH@2m_above_ground,1.708521e-07,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
UGRD@850mb,1.6321397e-07,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
UGRD@10m_above_ground,1.6244375e-07,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
MCDC@middle_cloud_layer,1.5427922e-07,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
VGRD@925mb,1.3471437e-07,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
VIL@entire_atmosphere,1.2998127e-07,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
VGRD@250mb,1.2916247e-07,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
TMP@2m_above_ground,1.1986786e-07,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
UGRD@250mb,1.1931415e-07,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
TMP@850mb,1.18517065e-07,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
VGRD@500mb,1.1736427e-07,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
GUST@surface,1.1556589e-07,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
VGRD@700mb,1.1075674e-07,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
VGRD@850mb,1.1012006e-07,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
APCP_1hr_acc_fcst@surface,1.0961773e-07,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
LCDC@low_cloud_layer,1.0200467e-07,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
HGT@850mb,1.0196068e-07,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
DPT@500mb,1.0072973e-07,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
TCDC@entire_atmosphere,1.00173786e-07,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
HGT@1000mb,9.92324e-08,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
UGRD@1000mb,9.430032e-08,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
UGRD@700mb,9.3284704e-08,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
TMP@500mb,9.092673e-08,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
TMP@925mb,8.903986e-08,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
DPT@850mb,8.69228e-08,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
UGRD@925mb,8.5407095e-08,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
CAPE@surface,7.408535e-08,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
VGRD@10m_above_ground,7.315726e-08,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
DSWRF@surface,7.293602e-08,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
DPT@925mb,7.09872e-08,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
HCDC@high_cloud_layer,6.99876e-08,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
DPT@700mb,6.8292834e-08,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
RHPW@entire_atmosphere,6.622489e-08,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
HGT@700mb,6.5638275e-08,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
VGRD@1000mb,6.497032e-08,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
DPT@1000mb,6.4506125e-08,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
PWAT@entire_atmosphere_single_layer,5.871501e-08,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
TMP@700mb,4.792806e-08,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
HGT@500mb,3.6067654e-08,confidently_correct,1,41565,2023-04-09 21:00:00,0.0,-0.1669401228427887,0,0,2.1669401228427887,True,01_confidently_correct_tidx_41565
HGT@surface,9.364324e-07,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
TMP@1000mb,3.723538e-07,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
UGRD@10m_above_ground,2.6279966e-07,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
UGRD@850mb,2.6116635e-07,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
UGRD@250mb,2.151749e-07,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
VIL@entire_atmosphere,2.0849383e-07,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
MCDC@middle_cloud_layer,1.8967823e-07,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
UGRD@925mb,1.8842996e-07,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
VGRD@250mb,1.7313512e-07,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
UGRD@500mb,1.6293382e-07,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
HCDC@high_cloud_layer,1.5613136e-07,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
VGRD@500mb,1.5351897e-07,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
TMP@500mb,1.4581884e-07,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
HGT@1000mb,1.4576243e-07,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
VGRD@925mb,1.456493e-07,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
DPT@500mb,1.431297e-07,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
GUST@surface,1.4229258e-07,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
UGRD@700mb,1.4038024e-07,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
VGRD@850mb,1.3823345e-07,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
RH@2m_above_ground,1.3813599e-07,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
APCP_1hr_acc_fcst@surface,1.339522e-07,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
TMP@850mb,1.322684e-07,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
UGRD@1000mb,1.3177815e-07,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
LCDC@low_cloud_layer,1.3173769e-07,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
HGT@850mb,1.2841478e-07,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
TCDC@entire_atmosphere,1.2807764e-07,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
TMP@2m_above_ground,1.2564038e-07,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
VGRD@700mb,1.2401513e-07,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
DPT@850mb,1.2203934e-07,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
PWAT@entire_atmosphere_single_layer,1.1791094e-07,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
HGT@700mb,1.099566e-07,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
TMP@925mb,1.0612155e-07,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
VGRD@1000mb,9.266633e-08,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
CAPE@surface,8.8199556e-08,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
DPT@700mb,8.7470326e-08,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
VGRD@10m_above_ground,8.5613856e-08,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
RHPW@entire_atmosphere,7.9191594e-08,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
DPT@1000mb,7.7331705e-08,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
TMP@700mb,6.818495e-08,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
DPT@925mb,6.621654e-08,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
DSWRF@surface,5.2362477e-08,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
HGT@500mb,3.845379e-08,confidently_correct,2,24908,2021-05-15 20:00:00,0.0,-0.15696364641189575,0,0,2.1569636464118958,True,02_confidently_correct_tidx_24908
HGT@surface,9.788287e-07,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
TMP@1000mb,3.8839815e-07,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
UGRD@850mb,2.763843e-07,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
UGRD@10m_above_ground,2.7168593e-07,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
UGRD@250mb,2.2103187e-07,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
VIL@entire_atmosphere,2.0554627e-07,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
MCDC@middle_cloud_layer,1.9643193e-07,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
UGRD@925mb,1.9322803e-07,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
UGRD@500mb,1.7876991e-07,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
VGRD@250mb,1.6828173e-07,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
VGRD@500mb,1.6182615e-07,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
VGRD@925mb,1.6038771e-07,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
GUST@surface,1.5497329e-07,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
HCDC@high_cloud_layer,1.5485794e-07,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
RH@2m_above_ground,1.5484554e-07,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
DPT@500mb,1.4749878e-07,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
TMP@500mb,1.4718167e-07,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
VGRD@850mb,1.4678601e-07,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
HGT@1000mb,1.4511208e-07,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
TMP@850mb,1.4199824e-07,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
UGRD@700mb,1.4066838e-07,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
UGRD@1000mb,1.4041326e-07,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
TMP@2m_above_ground,1.3745755e-07,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
LCDC@low_cloud_layer,1.370963e-07,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
APCP_1hr_acc_fcst@surface,1.337812e-07,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
TCDC@entire_atmosphere,1.3204611e-07,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
VGRD@700mb,1.3013839e-07,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
DPT@850mb,1.2817178e-07,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
HGT@850mb,1.2646471e-07,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
PWAT@entire_atmosphere_single_layer,1.2166744e-07,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
TMP@925mb,1.1238157e-07,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
HGT@700mb,1.06333374e-07,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
VGRD@1000mb,9.9796424e-08,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
VGRD@10m_above_ground,9.775341e-08,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
CAPE@surface,9.606834e-08,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
DPT@700mb,9.182354e-08,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
RHPW@entire_atmosphere,8.485916e-08,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
DPT@1000mb,7.8791125e-08,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
DPT@925mb,7.0217666e-08,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
TMP@700mb,7.015088e-08,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
DSWRF@surface,5.886542e-08,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
HGT@500mb,3.9342744e-08,confidently_correct,3,24909,2021-05-15 21:00:00,0.0,-0.1544402539730072,0,0,2.154440253973007,True,03_confidently_correct_tidx_24909
